"类型","业务ID","名称","定义","输出库表","匹配当前IO表名","筛选范围","证据边界"
"tag","tagdim102269","客户_是否有交易_历史以来","客户是否有交易历史以来
包含：股票，收益凭证，ETF，债券，通用回购逆回购","dm_index_n.grp_tag_client_have_trade_his","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"tag","tagdim102300","客户_考核存量富裕高净值客户类型_大集中柜台个人客户_当日","存量富裕高净值客户标签：
存量客户：去年年12月25日前已开户个人客户，客户状态为正常（不含销户、休眠、空户）。
资产条件：当年年任意月份10-25日交易日日均净资产大于等于50万元。对于存在一人多户满足富裕高净值客户资产条件的，仅按1户计入，（取最早开户的账户）
资产口径：净资产口径含现金（普通账户、信用账户和衍生品账户）、市值（普通账户、信用账户和衍生品账户，具体含场内股基债、场外金融产品、衍生品市值等）、利息（通用回购逆回购、金快线），剔除负债（通用回购正回购、两融等合约负债），大小非、新三板资产按5%折算。
标签分类如下：
1-当年存量富裕高净值客户：指当年满足富裕高净值资产条件的存量客户
2-去年留存富裕高净值客户：存量客户中，今年满足富裕高净值条件，且名下有去年满足富裕高净值条件的账户
3-当年存量客户转化新增富裕高净值客户:存量客户中，今年满足富裕高净值条件，且名下没有去年满足富裕高净条件的账户
4-去年存量富裕高净值客户：指存量客户中，去年满足富裕高净值条件的客户
5-当年疑似流失富裕高净值客户:指存量客户中，去年名下有存量账号满足富裕高净值客户条件,但今年没有","dm_index_n.grp_tag_indv_cust_exam_wlth_hnw_cust_type","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"tag","tagdim102302","是否当年存量活跃客户","存量活跃客户条件：
1、2026年任意月份10-25日交易日日均净资产大于等于10万元。其中,净资产口径含现金（普通账户、信用账户和衍生品账户）、市值（普通账户、信用账户和衍生品账户，具体含场内股基债、场外金融产品、衍生品市值等）、利息（通用回购逆回购、金快线），剔除负债（通用回购正回购、两融等合约负债），大小非、新三板资产按5%折算。
2、剔除65岁+的高龄客户
3、剔除纯B股账户客户 
4、剔除名下无任意交易账户客户。 
5、剔除机构客户
6、剔除近5年未登录过易淘金客户及未开通手机委托权限的客户。","dm_index_n.grp_tag_indv_cust_is_actv","是","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"tag","tagdim102278","其他理财资产分段","其他理财资产分段：(可转债+通用回购逆回购+收益凭证+其他债券)
！不含报价回购
0
(0-100)
[100-1000)
[1000-1万)
[1万-3万)
[3万-10万)
[10万-20万)
[20万-30万)
[30万50-万)
[50万-100万)
[100万-500万)
500万以上","dm_index_n.grp_tag_client_oth_chrem_ast_dispseg","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"tag","tagdim101376","当年新开个人客户类型_分支机构考核口径","指符合以下开户条件之一且符合资产条件的个人客户：
开户条件：①上年12月26日-当年12月25日新开户客户，剔除同一客户（证件类型、证件号码、客户名称三要素相同）在系统内已存在其他账户（销户、休眠、空户除外）；②当年初定义休眠与空户，且激活成功客户。激活条件参考新开发有效客户；③因分支机构拓展股权激励综合服务业务首次在我司开户，且在上年12月25日前除持有限制性股票或股票期权外，没有其他资产。
资产条件：当年任意月份10-25日交易日日均净资产大于等于50万元计为富裕客户，日均净资产大于等于500万元计为高净值客户。为适当辅以有效户开发一定的考核体现，对当年任意月份10-25日交易日日均净资产在10万-50万以下的客户，以10万为单位折算0.2户，计入新增富裕高净值客户数考核。净资产口径含现金（普通账户、信用账户和衍生品账户）、市值（普通账户、信用账户和衍生品账户，具体含场内股基债、场外金融产品、衍生品市值等）、利息（通用回购逆回购、金快线），剔除负债（通用回购正回购、两融等合约负债），大小非、新三板资产按5%折算
为引导加强两融客户的开发，对于2025年新开或激活信用账户的个人客户，设置相应折算系数，计入新开富裕高净值客户数考核，具体折算规则如下：
①信用账户全新开：2025年新开富裕高净值客户，若2025年同时开立信用账户，额外折算0.5户，计入新开富裕高净值客户数考核。
②信用账户标准新开：2025年之前存量普通客户，若2025年在我司新开立信用账户且激活（产生隔夜负债不低于2万元），按0.3户折算计入新开富裕高净值客户数考核。
③激活信用账户：2025年之前存量信用客户，在2025年若满足近两年首次有隔夜负债，且负债金额不低于2万元，按0.2户折算计入新开富裕高净值客户数考核。","dm_index_n.grp_tag_indv_cust_new_indv_cust_type_brch_exam","是","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"tag","tagdim100979","零售经理薪酬考核资产类目","零售经理薪酬考核资产类目，含以下内容：场外基金理财_大私募、场外基金理财、金快线（剔除新客专享）、金快线（新客专享）、通用回购逆回购、现金通用回购逆回购修正、债券（剔除企业转债）、通用回购正回购负债、现金通用回购正回购修正、现金协议回购修正","dm_index_n.hold_tag_relation","是","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"tag","tagdim101367","是否当年高净值富裕客户","当年任意月份10-25日净资产大于等于50万元，剔除已销户客户。
净资产口径含现金（普通账户、信用账户分公司
和衍生品账户），市值（普通账户，停用账户和生品账户，具体含场内股基债、场外金融产品、衍生品市值等）、利息（通用回购逆回购、金快线），剔除负债（通用回购正回购、两
融等合约负债），大小非、新三板资产按5%折算。
即：客户交易性资产 = 净资产-（新三板（剔除大小非和北交所）+大小非流通）*0.95 + 大小非限售*0.05
日均值为当月10-25日交易日日均","dm_index_n.grp_tag_client_is_wlth_hnw_cust_flag","是","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"tag","tagdim101507","客户类型_投顾/理财经理考核口径","考核周期：第一季度为1月1日至3月31日；第二季度为4月1日至6月30日；第三季度为7月1日至9月30日；第四季度为10月1日至12月31日。
客户范围：①在考核周期内，达成最低资产条件（三类地区：5w，一、二类地区：10w）且入金时间在6个月内。剔除同一客户（证件类型、证件号码、客户名称三要素相同）在系统内已存在其他账户（休眠、空户、销户除外）；②2024年初定义休眠与空户，且激活成功客户。激活条件参考新开发有效客户；③因分支机构拓展股权激励综合服务业务首次在我司开户，且在2023年12月25日前除持有限制性股票或股票期权外，没有其他资产。
资产条件：考核周期内任意月份10-25日交易日日均净资产大于等于50万元计为富裕客户，日均净资产大于等于500万元计为高净值客户。为适当辅以有效户开发一定的考核体现，对2024年任意月份10-25日交易日日均净资产在10万-50万以下的客户，以10万为单位折算0.2户，计入新增富裕高净值客户数考核。净资产口径含现金（普通账户、信用账户和衍生品账户）、市值（普通账户、信用账户和衍生品账户，具体含场内股基债、场外金融产品、衍生品市值等）、利息（通用回购逆回购、金快线），剔除负债（通用回购正回购、两融等合约负债），大小非、新三板资产按5%折算。
（仅零售经理）客户日均净资产在5万-10万以下的客户，以5万为单位折算0.1户，计入富裕高净值客户数考核（仅适用于三类地区）。","dm_index_n.grp_tag_indv_cust_typ_ia_chremmngr_exam","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"tag","tagdim101509","客户类型_零售经理考核口径","考核周期：当月与前两个月，即T月、T-1月、T-2月。
客户范围：①在考核周期内，达成最低资产条件（三类地区：5w，一、二类地区：10w）且入金时间在6个月内。剔除同一客户（证件类型、证件号码、客户名称三要素相同）在系统内已存在其他账户（休眠、空户、销户（跨周期算、同周期内不算）除外）；②2024年初定义休眠与空户，且激活成功客户。激活条件参考新开发有效客户；③因分支机构拓展股权激励综合服务业务首次在我司开户，且在2023年12月25日前除持有限制性股票或股票期权外，没有其他资产。
资产条件：考核周期内任意月份10-25日交易日日均净资产大于等于50万元计为富裕客户，日均净资产大于等于500万元计为高净值客户。为适当辅以有效户开发一定的考核体现，对2024年任意月份10-25日交易日日均净资产在10万-50万以下的客户，以10万为单位折算0.2户，计入新增富裕高净值客户数考核。净资产口径含现金（普通账户、信用账户和衍生品账户）、市值（普通账户、信用账户和衍生品账户，具体含场内股基债、场外金融产品、衍生品市值等）、利息（通用回购逆回购、金快线），剔除负债（通用回购正回购、两融等合约负债），大小非、新三板资产按5%折算。
（仅零售经理）客户日均净资产在5万-10万以下的客户，以5万为单位折算0.1户，计入富裕高净值客户数考核（仅适用于三类地区）。","dm_index_n.grp_tag_indv_cust_typ_retmngr_exam","是","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"tag","tagdim102603","是否交叉销售户","和员工关系类型为交叉销售关系的客户","dm_index_n.grp_tag_client_cs_flag","否","名称或表名直接命中专题词","目录候选；库表名称匹配不等于物理身份或实际消费"
